Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003]
Afghanistan,AFG,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,0.381654455836315,0.362219986033825,0.39792079319002,0.344837070896956,0.355951223042959,0.29524233685244,0.288231474992077,0.289482199333597,0.386703580037567,0.397696520878019,0.354491193186429,0.265019028375943,..,..,..,..,..,..
Afghanistan,AFG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,86.0501112508465,85.3235490326885,78.6364080993837,85.9099804305284,82.4875621890547,85.9865470852018,87.1766029246344,68.6548223350254,72,70.7557502738226,74.0618101545254,70.8908406524467,70.2497285559175
Afghanistan,AFG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,45.1133040935673,44.3823099415205,43.2858187134503,44.3823099415205,43.2858187134503,44.3804824561403,40.2704678362573,39.4517543859649,40.0950292397661,38.9985380116959,40.8260233918129
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,0.238644814374665,0.229003261422908,0.215266714498889,0.191953538512142,0.197670493212114,0.175015284489386,0.177473786864135,0.171791872001996,0.148169110953845,0.142087360265178,0.110542976813291,0.111857452004681,0.0955473941935508,0.086614909802219,0.0763901874622177,0.0788339845278287,0.0798121867114876
Burkina Faso,BFA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,4.49,4.6,4.72,4.76,4.94,4.91,5.04,5.15,5.2,5.42,5.66,5.72,5.72,5.6,5.55,4.8,4.03
Burkina Faso,BFA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,64.85,66.97,69.08,72.27,72.71,75.24,75.43,77.18,80.57,81.45,83.6,82.94,82.43,84.62,86.54,83.53,79.08
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,..,..,22.7207602339181,22.9035087719298,23.0862573099415,23.2690058479532,23.4517543859649,23.6345029239766,23.8173245614035,24.0001461988304,24.1829678362573,24.3657894736842,24.5486111111111,24.7313596491228,24.9141081871345,25.0968567251462,25.2796052631579,25.4623538011696,25.6451023391813,25.827850877193
Burkina Faso,BFA,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.272,6
Burkina Faso,BFA,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.8202676864,7.4952198853,7.1701720841
Burkina Faso,BFA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,16.4263740899271,16.4263740899271,16.4016790711899,14.8904413146205,14.9228805539331,14.9228805539331,15.084819776291,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,3.48456823942432,2.89447602703939,3.00137527818096,3.27308918359158,2.92311693101554,1.95831385695816,2.23094359950872,2.85308173464149,4.01486126297115,5.60932278184944,3.190180513204,1.03444190494664,0.318683808643302,0.000147516762034622,0.0939493727945947,0.032194859229643,0.0181097388404872,0.00787698596296271
Burkina Faso,BFA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,9.35403868441754,10.3971279274351,14.4382099356781,15.456,15.4557463672391,20.7854236688484,18.9054015432981,21.9405876654827,18.1372549019608,14.6221248630887,19.4654270772807,21.445172195225,21.5699505173189
Burkina Faso,BFA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.20893126585123,8.26029728081158,8.31166329577193,8.36302931073229,8.36302931073229,8.37105525056984,8.37105525056984,8.33895149121962
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,0.0460712358524027,0.0451442464978517,0.0440286976667206,0.0428206391089655,0.0394245422791523,0.0270904774533508,0.0249873600016056,0.0418996818934784,0.0401519683585186,0.0364801625788082,0.0372436218738666,0.0380548768752691,0.0548500079956646,0.0535587218216683,0.0522710087420666,0.0558912007743908,0.0571167334822321
Central African Republic,CAF,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,8.39,8.56,8.8,9.12,9.4,9.55,9.3,6.25,6.68,6.76,6.89,7.33,7.47,7.59,7.74,7.65,7.93
Central African Republic,CAF,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,91.26,91.42,91.58,92.11,92.86,94.82,95.08,93.07,93.33,93.84,93.91,93.64,90.88,90.8,90.96,90.64,90.25
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,..,..,35.8005072393977,35.8486628784231,35.8968185174484,35.9449741564737,35.9931297954991,36.0412854345244,36.0894410735497,36.137596712575,36.1857523516004,36.2339079906257,36.282063629651,36.3302192686764,36.3783749077017,36.426530546727,36.4746861857524,36.5228418247777,36.570997463803,36.6191531028283
Central African Republic,CAF,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0514184397163121,0.0505248226950355,0.0496312056737589
Central African Republic,CAF,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3298148148,0.3239814815
Central African Republic,CAF,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,18.0648236496529,18.0648236496529,18.0648236496529,18.0648242260513,18.0648242198926,18.0648242198926,18.0648063941797,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,0.0695496648844485,0.0517842190329936,0.0413603816960816,0.0346234393820107,0.0256037494324985,0.0214356930316017,0.0254864857689794,0.0350023369946983,0.0322281324778993,0.0339759923928657,0.0253474908554383,0.0200472374109795,0.0121295003749221,0.00261313026195549,0.00269240766722455,0.00158428305441259,0.000484925275108078,0.00162328952383975
Central African Republic,CAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,99.4152046783626,99.4152046783626,99.2805755395683,84.6590909090909,84.4827586206897,84.375,85,85.0931677018634,85.0931677018634,83.8323353293413,83.75,83.3333333333333,76.3636363636364
Central African Republic,CAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,34.0927517767343,33.8388588800509,33.5852342867904,33.263928222695,33.0793660251424,32.8929601801843,32.7060238794806,32.5180834179228,32.3308357644563,32.1867824793268,31.6178614528083,30.9988929075678,30.581221414958,31.0792439391835,30.3195101415527,29.7634298818382,29.3293277309701,31.607
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,0.160882448704671,0.155134409760249,0.146213488285353,0.142174388148009,0.125790592077201,0.123713285627605,0.103827220993606,0.0897817323622965,0.0821190375776503,0.0725029129216304,0.0752689317904818,0.0769348328290564,0.0726863089806797,0.0677616883623372,0.0651865767642889,0.070782567075594,0.0686084420382145
Ethiopia,ETH,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,7.53,7.88,8.2,8.72,9.21,9.94,10.51,11.19,11.8,12.65,13.85,14.65,15.73,16.97,18.24,19.93,21.97
Ethiopia,ETH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,6.56980662963724,5.78827082005989,5.00756688423971,4.5734118034144,4.57911797197511,4.8568016823576,4.90528842655318,4.64888774077082,4.2470623884895,4.09358818908643,4.47410244066764,4.39883549998911
Ethiopia,ETH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,88.92,89.42,90.22,90.49,91.56,91.25,92.49,93.3,93.56,94.11,94.18,94.09,94.16,94.54,94.73,94.13,94.23
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,..,..,15.1239895337934,15.1886785650104,15.2534895820899,15.3182905519655,15.3828976181154,15.4478441125305,15.5125442169094,15.5767636024244,15.6413088777698,15.70608868877,15.770829444492,15.8352641016892,15.9002325987516,15.9640299248578,16.0289633892212,16.0938364043574,16.1585536740834,18.3095
Ethiopia,ETH,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,8.64598360655738,8.64598360655738,8.64598360655738,8.64754098360656,8.44576005959016,8.24553651270492,8.04531296573771,7.84508941877049,7.64486587180328,7.44464232491803,7.24441877795082,7.04461997016393,6.84425484352459,6.64374813713115,6.44352459016393,5.81426229508197,5.185
Ethiopia,ETH,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,32.2571865443,32.2571865443,32.2571865443,32.2629969419,31.510175146,30.7631637476,30.0161523492,29.2691409508,28.5221295524,27.775118154,27.0281067556,26.2826800111,25.5351403948,24.7870725605,24.0400611621,21.6923547401,19.344648318
Ethiopia,ETH,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,17.0096385584762,17.0096385584762,16.0640813150391,17.6209992258725,18.4749603066502,18.4749603066502,18.4749520269516,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,5.13236886412489,5.52237450913743,5.92343971837088,9.9105446247203,11.2401986447281,12.2139104601908,13.361092155315,13.860715575159,14.8057237982494,17.2850894052384,15.7889168253083,16.412019002378,18.7227468655437,21.855474796275,18.8352139015188,23.3243823650008,27.9730858512546,36.3960995471523
Ethiopia,ETH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,99.9616748107694,99.9684708355229,99.908067111009,99.8419388830348,99.4160353535353,99.3775100401606,88.877755511022,87.6356897008208,95.43276007894,99.6940960538391,99.5782073813708,99.2910594722332,99.3031358885017
Ethiopia,ETH,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,20.2869601328904,20.2869601328904,20.2869601328904,19.9727990033223,19.6586378737542,19.344476744186,19.0303156146179,18.7161544850498,18.4019933554817,18.0878322259136,17.7736710963455,17.4595099667774,17.1453488372093,16.8311877076412,16.5170265780731,16.202865448505,15.8887043189369,15.5745431893688
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,0.23669639765075,0.231112626343778,0.266853958828555,0.2996113268854,0.273180857320295,0.269947463934407,0.207800988249374,0.219311405596613,0.203293358009605,0.181594032142015,0.13828191929603,0.142710398449444,0.176175555006658,0.199687618417164,0.205123939766214,0.17934651969567,0.155582843902486
Liberia,LBR,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,14.33,13.59,13.66,13.92,13,12.61,11.79,12.69,13.09,13.52,13.09,13.47,14.18,15.19,15.82,15.7,15.37
Liberia,LBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,87.24,87.06,84.77,82.66,83.93,84.02,87.54,86.21,87.1,88.59,91.81,91.84,89.83,87.59,87.76,89.56,90.35
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,..,..,79.0847176079734,79.3988787375415,79.7130398671096,80.0272009966777,80.3413621262459,80.6555232558139,80.9696843853821,81.2838455149502,81.5980066445183,81.9121677740864,82.2263289036545,82.5404900332226,82.8546511627907,83.1688122923588,83.4829734219269,83.797134551495,84.1112956810631,84.4254568106312
Liberia,LBR,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07295,0.07144,0.06993
Liberia,LBR,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2643115942,0.2588405797,0.2533695652
Liberia,LBR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1.21156129347978,1.21156129347978,1.211495851313,1.21108742959339,1.21108630778072,1.21108630778072,0.773224088935579,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,17.652400981915,15.9354331037378,15.003689935292,22.0429218478549,21.3778410076686,21.134966752582,21.0687662894465,18.8578951665252,20.4030651368785,18.9325648810447,20.0548960929414,23.9517168701067,23.88068219092,24.2605932147141,20.4212775060891,23.7772264468653,24.2857240115475,42.9576615593882
Liberia,LBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2910819102949,70.2910819102949,70.3219039103071,70.3219039103071,70.3219039103071,70.3184647659662,70.3184647659662,70.3184647659662,70.232486157444,70.232486157444
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,0.149637883052437,0.12478329720885,0.132596895605213,0.12469639337481,0.131987106605575,0.124298107599019,0.124215321309087,0.119305555003202,0.097994656079506,0.0860519738628575,0.0800299613801209,0.0867717055105625,0.0863238973256671,0.0847532116012724,0.09099534258958,0.0904071233449135,0.0874505101928526
Madagascar,MDG,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,8.56,8.5,8.03,7.86,6.68,6.65,6.7,6.48,6.34,6.08,5.84,5.45,5.55,5.67,5.88,6.06,6.17
Madagascar,MDG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,82.77,83.74,81.32,83.85,80.55,80.12,81.17,83.4,84.6,86.66,87.07,86.14,86.19,86.03,84.94,84.44,84.99
Madagascar,MDG,Forest area (% of land area),AG.LND.FRST.ZS,..,..,21.3644035751117,21.3871261601925,21.4098315572362,21.4325541423169,21.4552767273977,21.4779821244414,21.5007012719147,21.5234204193881,21.5463247363762,21.5690440791,21.601231213674,21.6818258417306,21.7624204697871,21.8430150978437,21.9236097259002,22.0042043539567,22.0847989820133,22.1653936100698
Madagascar,MDG,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.9933234421365,3.98810682492582,3.98289020771513
Madagascar,MDG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2615062762,11.2467949791,11.232083682
Madagascar,MDG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,3.0845716307135,3.0845716307135,3.0845716307135,2.34594806267579,2.34594786584438,2.34594786584438,1.97284875372353,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,5.4734661546556,4.85696103895295,4.70701257059618,7.81547076056749,9.06301522932514,8.87281777432865,7.3385174486426,6.63532549038979,6.62862401127452,5.68186481033476,5.78154996265072,6.96110134265721,5.85446124227634,6.49240401842542,5.75618458337601,5.52723260499755,6.24748189955696,5.30746769723549
Madagascar,MDG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,54.5964565549528,53.3069563549091,50.7720298205657,49.6895063677508,48.0190533691882,52.2846324063118,58.1708546342934,54.9408347243365,58.849799131578,54.3533046855736,56.4033591820571,56.232061074084,59.7626389344839
Madagascar,MDG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,52.6638927744856,52.6638927744856,52.6638927744856,52.4319031511483,52.1499910984511,51.7536051272921,51.4911009944302,51.2285968615682,50.9660927287062,50.7035885958443,50.4410844629823,50.1593046618683,49.8775248607543,49.5957450596404,49.3139652585264,49.0321854574124,48.7504056562985,48.4686258551845
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,0.247642484818277,0.236202712955279,0.252367557284266,0.262849170463869,0.205638318887608,0.186645239083881,0.166325223774368,0.150280077005356,0.140990763784555,0.11614944266936,0.110979085547347,0.102537947373257,0.104790707774455,0.0896991526277902,0.0846069166769813,0.0969818273123984,0.0990266501649075
Mozambique,MOZ,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,11.93,12.07,12.31,12.7,12.96,13.4,13.91,13.9,14.75,12.66,14.82,14.49,15.17,20.21,21.44,22.44,23.38
Mozambique,MOZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,12.6199534718635,9.08139697417887,8.26995625814055,9.03128751876451,7.96089256469178,7.65135791217242,7.00878009901604,7.34243864411144,6.25818651136312,6.01009217488313,6.70588410893557,6.84604643559422
Mozambique,MOZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,78.08,79.57,78.9,78.2,80.8,81.92,83.73,85.15,85.97,84.89,86.12,88.11,87.53,93.06,93.67,92.94,92.73
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,..,..,46.7251964699,47.0079478114906,47.3361072255144,47.5680968488517,47.8500089015489,48.2463948727078,48.5088990055698,48.7714031384318,49.0339072712938,49.2964114041557,49.5589155370177,49.8406953381317,50.1224751392457,50.4042549403596,50.6860347414736,50.9678145425876,51.2495943437015,51.5313741448155
Mozambique,MOZ,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,1.46859421734796,1.46859421734796,1.46859421734796,1.46859421734796,1.46859421734796,1.43042728953141,1.39226036181456,1.35409343399801,1.31592650618146,1.27775957836491,1.23959265064806,1.20142572283151,1.16325879501496,1.12509186729811,1.08692493948156,1.04035322602193,0.993781512562313
Mozambique,MOZ,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,1.7514863258,1.7514863258,1.7514863258,1.7514863258,1.7514863258,1.7059673858,1.6604484457,1.6149295057,1.5694105657,1.5238916256,1.4783726856,1.4328537455,1.3873348055,1.3418158655,1.2962969254,1.2407542042,1.1852114829
Mozambique,MOZ,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,17.9843847324332,17.9843847311161,17.9843847311161,13.4371646552704,13.4487158907383,13.4487158907383,13.4487105924863,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,0.472688434107614,0.467291750876459,0.716013980039948,0.73695012683382,0.47149260934178,0.285263620986656,0.354275639625779,2.42619788773611,2.69007568081134,2.4381788669266,1.66358445747798,1.09462119003773,1.23561918271347,1.00059717094043,0.997080365771709,1.66266386549334,2.42087733679944,4.72219417063897
Mozambique,MOZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,86.4108873600161,91.1575743913436,97.6569318563276,99.8615323750495,99.8811645870469,99.8859954398176,99.9233626127454,99.9140609506181,99.9191341129634,99.8642871683518,99.8419269853218,99.6073074953048,99.6607683139268
Mozambique,MOZ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0
